,ShoeName,Category,no_colors,price_reduce,price,count_of_sizes,color_black,color_blue,color_white,color_red,other_color,product_code,n_reviews,size,comfort,quality,star_rating,product_code2
171,Run Star Hike Platform,Women,2,105.0,105.0,8,1.0,0.0,1.0,0.0,,168817C-102,1.0,100.0,100.0,100.0,4.0,168817C-102
172,Nike Victori One,Women,11,29.97,35.0,1,1.0,1.0,1.0,1.0,pink,CN9677-002,479.0,56.0,92.0,49.54,4.7,CN9677-002
173,Sabrina 1 By You,Women,6,160.0,160.0,26,0.0,0.0,0.0,0.0,,FJ4036-900,,,,,,FJ4036-900
174,Nike ACG Moc,Women,2,90.0,90.0,10,1.0,0.0,1.0,0.0,brown,DZ3407-800,10.0,44.0,100.0,71.33,4.9,DZ3407-800
175,KD Trey 5 X,Women,5,59.97,95.0,1,1.0,0.0,1.0,1.0,violet,DD9538-012,192.0,47.0,94.0,48.91,4.8,DD9538-012
176,Nike Air More Uptempo x Serena Williams Design Crew,Women,1,99.97,180.0,8,0.0,0.0,1.0,0.0,purple,DX4219-400,2.0,50.0,100.0,66.67,5.0,DX4219-400
177,Nike Pegasus Trail 4 GORE-TEX By You,Women,8,190.0,190.0,22,0.0,0.0,0.0,0.0,,FJ8896-900,,,,,,FJ8896-900
178,Nike SB Zoom Blazer Low Pro GT,Women,3,85.0,85.0,20,1.0,0.0,1.0,0.0,brown,DC7695-102,17.0,47.0,88.0,48.92,4.9,DC7695-102
179,Nike Pegasus Turbo Next Nature SE,Women,12,90.97,150.0,15,1.0,1.0,1.0,1.0,brown,FJ2975-001,267.0,45.0,84.0,46.37,4.3,FJ2975-001
180,Cosmic Unity 3,Women,10,170.0,170.0,0,1.0,0.0,1.0,1.0,gold,DV2757-003,72.0,40.0,85.0,46.76,4.3,DV2757-003
181,Nike Waffle One,Women,6,85.97,100.0,1,1.0,1.0,1.0,1.0,brown,DC2533-600,285.0,,,,4.6,DC2533-600
182,Nike Hyperdiamond 4 Keystone,Women,5,34.97,40.0,2,1.0,0.0,1.0,0.0,,CZ5918-012,184.0,50.0,100.0,50.36,4.7,CZ5918-012
183,Nike Air Max 97 Next Nature,Women,8,190.0,190.0,15,1.0,0.0,1.0,1.0,gold,FN7104-010,0.0,,,,0.0,FN7104-010
184,Nike React Infinity 3,Women,6,104.97,160.0,1,1.0,1.0,1.0,0.0,gold,DD3024-101,479.0,41.0,90.0,45.89,4.6,DD3024-101
185,Nike Cortez 23 Premium,Women,2,110.0,110.0,15,0.0,0.0,1.0,0.0,,FB6877-100,0.0,,,,0.0,FB6877-100
186,Cosmic Unity 3 (Team),Women,5,144.97,170.0,22,1.0,1.0,1.0,1.0,,DZ2906-600,2.0,25.0,50.0,58.33,4.0,DZ2906-600
187,Nike Pegasus FlyEase,Women,4,91.97,130.0,7,1.0,0.0,1.0,0.0,purple,DJ7383-800,30.0,47.0,77.0,43.56,4.2,DJ7383-800
188,"Air Jordan 2 Low ""Black Satin""",Women,1,150.0,150.0,15,1.0,0.0,1.0,1.0,,FD4849-106,0.0,,,,0.0,FD4849-106
189,Nike Alpha Huarache Elite 4 Low,Women,10,95.0,95.0,6,1.0,1.0,1.0,1.0,pink,DJ6521-002,19.0,,,,4.9,DJ6521-002
190,Nike Rival Waffle 6,Women,3,52.97,70.0,16,1.0,0.0,1.0,0.0,pink,DX7998-700,14.0,,50.0,50.0,3.8,DX7998-700
191,Nike Zoom Fly 5,Women,4,127.97,170.0,15,1.0,1.0,1.0,0.0,brown,DM8974-004,74.0,45.0,82.0,43.68,4.4,DM8974-004
192,Nike Dunk High Premium,Women,3,95.97,140.0,9,0.0,0.0,1.0,0.0,,DX2044-201,42.0,43.0,80.0,57.67,4.6,DX2044-201
193,Nike SB Chron 2 Canvas,Women,6,65.0,65.0,19,1.0,0.0,1.0,0.0,brown,DM3494-105,151.0,49.0,86.0,46.99,4.8,DM3494-105
194,Nike Court Royale 2 Mid,Women,3,63.97,75.0,15,0.0,1.0,1.0,0.0,pink,CT1725-106,161.0,47.0,87.0,45.29,4.5,CT1725-106
195,Nike Rival XC 6,Women,3,70.0,70.0,17,1.0,0.0,1.0,0.0,pink,DX7999-100,10.0,13.0,75.0,42.67,4.4,DX7999-100
196,Nike Air Max 97 By You,Women,6,195.0,195.0,15,0.0,0.0,0.0,0.0,,FJ8894-900,,,,,,FJ8894-900
197,Nike Air Force 1 Lover XX,Women,3,97.97,130.0,15,1.0,0.0,1.0,0.0,orange,AO1523-500,25.0,40.0,90.0,44.67,4.0,AO1523-500
198,Nike SB Force 58,Women,7,68.97,80.0,5,1.0,0.0,1.0,0.0,purple,DV5477-401,50.0,42.0,89.0,53.67,4.7,DV5477-401
199,Nike Air Max 97 By You Greatest Gift,Women,1,195.0,195.0,17,0.0,0.0,0.0,0.0,,FZ0814-900,,,,,,FZ0814-900
200,Air Jordan 1 High Method of Make,Women,2,155.0,155.0,1,0.0,0.0,1.0,0.0,,FB9891-100,16.0,50.0,94.0,81.33,4.9,FB9891-100
201,Nike Dunk High By You,Women,5,155.0,155.0,15,0.0,0.0,0.0,0.0,,DV2272-900,,,,,,DV2272-900
202,Nike Air Force 1 Mid By You,Women,6,145.0,145.0,15,0.0,0.0,0.0,0.0,,DV3903-900,,,,,,DV3903-900
203,Nike Metcon 9 By You,Women,6,180.0,180.0,18,0.0,0.0,0.0,0.0,,FJ8895-900,,,,,,FJ8895-900
204,Nike Air Presto By You,Women,6,150.0,150.0,7,0.0,0.0,0.0,0.0,,846440-998,,,,,,846440-998
205,Nike Dunk High,Women,1,81.97,135.0,7,0.0,0.0,0.0,0.0,brown,DX2314-200,4.0,17.0,67.0,36.33,4.5,DX2314-200
206,LeBron Witness 8 x FaZe Clan,Women,5,93.97,110.0,9,1.0,1.0,1.0,1.0,purple,FV0400-001,0.0,,,,0.0,FV0400-001
207,LeBron Witness 7 (Team),Women,7,93.97,110.0,17,1.0,1.0,1.0,1.0,purple,DZ3299-002,9.0,45.0,95.0,80.0,4.8,DZ3299-002
208,Nike Blazer Mid '77 Vintage,Women,4,82.97,110.0,15,1.0,1.0,1.0,0.0,olive,DV7006-200,82.0,,,,4.6,DV7006-200
209,Nike Quest 5,Women,2,63.97,85.0,12,1.0,0.0,1.0,0.0,pink,DD9291-600,119.0,38.0,75.0,56.5,4.5,DD9291-600
210,Run Star Hike Platform,Women,2,110.0,110.0,20,1.0,0.0,1.0,0.0,,166800C-001,9.0,50.0,100.0,57.41,5.0,166800C-001
211,Nike Air Max Pulse,Women,4,112.97,150.0,15,1.0,0.0,1.0,0.0,brown,FD6409-003,31.0,47.0,89.0,49.63,4.7,FD6409-003
212,Sabrina 1 By You,Women,1,160.0,160.0,26,0.0,0.0,0.0,0.0,,FJ4036-900,,,,,,FJ4036-900
213,Nike Air Max INTRLK,Women,7,110.0,110.0,15,1.0,1.0,1.0,0.0,green,DQ2904-002,22.0,55.0,93.0,66.0,4.6,DQ2904-002
214,Nike SB Zoom Blazer Low Pro GT,Women,2,85.0,85.0,16,1.0,0.0,1.0,0.0,brown,DC7695-100,17.0,47.0,88.0,48.92,4.9,DC7695-100
215,Nike Inflict SE,Women,1,115.0,115.0,4,1.0,0.0,1.0,0.0,pink,DJ4471-121,0.0,,,,0.0,DJ4471-121
216,Nike SB Bruin High ISO,Women,1,62.97,90.0,2,0.0,0.0,1.0,0.0,brown,DV5472-001,0.0,,,,0.0,DV5472-001
217,Freak 5,Women,9,140.0,140.0,26,1.0,1.0,1.0,1.0,brown,DX4985-003,29.0,47.0,72.0,69.55,4.5,DX4985-003
218,Nike Air Force 1 Low x Premium Goods,Women,2,150.0,150.0,2,1.0,0.0,1.0,0.0,,DV2957-001,10.0,55.0,90.0,81.67,5.0,DV2957-001
219,Nike Streakfly,Women,9,111.97,160.0,0,1.0,1.0,1.0,1.0,purple,FN3435-148,1.0,,,,5.0,FN3435-148
220,Nike Air Force 1 Fontanka,Women,2,80.97,115.0,0,0.0,0.0,1.0,0.0,pink,DR7880-001,4.0,,,,4.0,DR7880-001
221,Nike BRSB,Women,3,76.97,90.0,18,1.0,0.0,1.0,1.0,,DH9227-101,15.0,37.0,63.0,35.56,4.2,DH9227-101
222,Nike Cortez Unlocked By You,Women,6,130.0,130.0,24,0.0,0.0,0.0,0.0,,FJ8890-905,,,,,,FJ8890-905
223,Nike ACG Mountain Fly 2 Low,Women,5,150.0,150.0,12,1.0,0.0,1.0,0.0,brown,DV7903-003,93.0,47.0,72.0,47.55,4.3,DV7903-003
224,Nike Experience Run 11,Women,4,63.97,75.0,11,1.0,1.0,1.0,1.0,purple,DD9283-011,213.0,39.0,63.0,34.47,4.4,DD9283-011
225,Nike Air Max 1 '87,Women,5,90.97,150.0,0,0.0,0.0,0.0,0.0,,,,,,,,
226,Nike Alpha Huarache 8 Pro Turf,Women,1,68.97,80.0,1,0.0,0.0,1.0,0.0,,CZ6559-110,18.0,50.0,100.0,51.85,4.2,CZ6559-110
227,Nike Air Adjust Force 2023,Women,2,93.97,170.0,17,1.0,0.0,1.0,0.0,purple,DV7409-100,4.0,,,,4.5,DV7409-100
228,Air Jordan 1 Elevate High SE,Women,2,131.97,155.0,15,1.0,0.0,1.0,0.0,brown,FB9894-001,6.0,34.0,75.0,64.11,4.5,FB9894-001
229,"Air Jordan 2 ""Mauve""",Women,1,175.0,175.0,15,0.0,0.0,1.0,0.0,,DX4400-005,3.0,,,,4.0,DX4400-005
230,Nike Huarache 9 Varsity LAX,Women,2,90.0,90.0,20,1.0,0.0,1.0,0.0,gold,FD0090-101,0.0,,,,0.0,FD0090-101
231,Nike HyperSpeed Court,Women,4,90.0,90.0,23,1.0,0.0,1.0,1.0,,CI2964-610,4.0,25.0,75.0,50.0,4.5,CI2964-610
232,Nike Dunk Low Premium,Women,1,125.0,125.0,0,0.0,0.0,0.0,0.0,,,,,,,,
233,NikeCourt Air Zoom Vapor Pro 2,Women,6,97.97,130.0,15,1.0,0.0,1.0,0.0,green,DR6192-104,9.0,50.0,90.0,57.78,4.6,DR6192-104
234,Nike Killshot 2 Leather,Women,7,90.0,90.0,17,1.0,1.0,1.0,0.0,green,432997-111,118.0,57.0,72.0,44.69,4.7,432997-111
235,Nike SB Zoom Blazer Mid Premium Plus,Women,1,73.97,105.0,2,0.0,0.0,0.0,0.0,green,DV5468-300,12.0,37.0,64.0,50.33,3.6,DV5468-300
236,Nike Winflo 9,Women,2,65.97,100.0,12,1.0,0.0,1.0,0.0,olive,DR9831-001,359.0,47.0,92.0,46.61,4.6,DR9831-001
237,Nike Spark,Women,3,85.97,135.0,10,1.0,1.0,1.0,0.0,green,DJ6945-200,55.0,50.0,100.0,51.82,4.8,DJ6945-200
238,KD15,Women,4,150.0,150.0,2,1.0,1.0,1.0,0.0,purple,DC1975-001,74.0,63.0,88.0,75.5,4.9,DC1975-001
239,Tatum 1 Team Bank,Women,3,102.97,120.0,11,1.0,0.0,1.0,1.0,,FB2863-600,12.0,65.0,95.0,81.11,4.7,FB2863-600
240,Nike Air Max Pre-Day SE,Women,3,72.97,145.0,5,1.0,0.0,1.0,0.0,lime,DZ4874-300,3.0,50.0,84.0,67.0,5.0,DZ4874-300
241,Nike Savaleos,Women,1,125.0,125.0,11,1.0,0.0,1.0,0.0,orange,CV5708-010,32.0,25.0,82.0,40.87,4.4,CV5708-010
242,Nike Legend Essential 2 Premium,Women,1,65.0,65.0,15,1.0,1.0,1.0,0.0,purple,CZ3668-017,55.0,31.0,83.0,57.0,4.2,CZ3668-017
243,Nike Ryz 365 2,Women,3,76.97,90.0,15,1.0,0.0,1.0,0.0,brown,CU4874-600,120.0,,,,4.6,CU4874-600
244,Chuck Taylor All Star Lift Platform Canvas,Women,1,70.0,70.0,8,0.0,0.0,1.0,0.0,,560251F-102,27.0,,,,4.5,560251F-102
245,Nike Pegasus FlyEase By You,Women,6,160.0,160.0,15,0.0,0.0,0.0,0.0,,DO7436-900,,,,,,DO7436-900
246,Nike G.T. Cut 2,Women,4,127.97,170.0,25,1.0,0.0,0.0,0.0,brown,FQ8706-300,26.0,34.0,77.0,54.95,4.5,FQ8706-300
247,Nike Air Alpha Force 88 x Billie,Women,2,130.0,130.0,18,1.0,0.0,1.0,1.0,,DZ6763-102,3.0,50.0,84.0,78.0,5.0,DZ6763-102
248,Nike SB React Leo Premium,Women,1,75.97,100.0,19,0.0,1.0,1.0,1.0,,FD0268-100,1.0,50.0,100.0,83.33,5.0,FD0268-100
249,Nike Zoom Mamba 6,Women,4,120.0,120.0,20,1.0,1.0,1.0,0.0,pink,DR2733-400,2.0,50.0,50.0,50.0,4.0,DR2733-400
250,Nike Impact 4,Women,5,65.97,90.0,21,1.0,1.0,1.0,1.0,brown,DM1124-002,62.0,30.0,90.0,45.91,4.6,DM1124-002
251,Nike Air Force 1 Low By You,Women,6,135.0,135.0,15,0.0,0.0,0.0,0.0,,DZ3638-900,,,,,,DZ3638-900
252,Cosmic Unity 3,Women,1,127.97,170.0,25,0.0,0.0,1.0,0.0,,FV3526-600,0.0,,,,0.0,FV3526-600
253,Nike Air Force 1 Sculpt,Women,3,89.97,140.0,8,1.0,1.0,1.0,1.0,brown,DC3590-105,54.0,54.0,83.0,48.75,4.6,DC3590-105
254,Sabrina 1 (Team),Women,4,97.97,130.0,24,1.0,0.0,1.0,0.0,green,FQ3391-010,0.0,,,,0.0,FQ3391-010
255,Nike Rival Jump,Women,3,75.0,75.0,25,1.0,1.0,1.0,0.0,pink,DR2756-400,7.0,,,,4.3,DR2756-400
256,Nike Offcourt Duo,Women,2,38.97,45.0,4,1.0,0.0,1.0,0.0,gold,DC0496-100,174.0,40.0,93.0,44.91,4.5,DC0496-100
257,Nike Air Penny 2,Women,1,90.97,180.0,1,1.0,0.0,1.0,0.0,rose,DV1163-100,0.0,,,,0.0,DV1163-100
258,Sabrina 1 By Sabrina,Women,1,160.0,160.0,26,0.0,0.0,0.0,0.0,,FJ4036-900,,,,,,FJ4036-900
259,Nike Air Max Bolt,Women,4,80.97,95.0,15,1.0,0.0,1.0,1.0,,CU4152-101,20.0,50.0,75.0,45.0,4.5,CU4152-101
260,ISPA Mindbody,Women,3,180.0,180.0,12,1.0,0.0,1.0,0.0,orange,DH7546-101,12.0,46.0,88.0,66.89,4.3,DH7546-101
261,Giannis Immortality,Women,2,59.97,85.0,1,1.0,1.0,1.0,0.0,orange,CZ4099-400,564.0,39.0,72.0,55.5,4.6,CZ4099-400
262,Nike Legend Essential 2,Women,7,65.0,65.0,6,1.0,1.0,1.0,0.0,purple,CQ9545-556,293.0,28.0,77.0,37.05,4.2,CQ9545-556
263,Jordan Sophia,Women,3,85.0,85.0,8,1.0,0.0,1.0,1.0,pink,DO8863-660,18.0,59.0,64.0,44.7,4.1,DO8863-660
264,Nike ACG Lowcate,Women,2,115.0,115.0,8,1.0,1.0,1.0,0.0,purple,DM8019-005,16.0,45.0,75.0,60.0,3.8,DM8019-005
265,Nike On Deck,Women,2,25.97,30.0,1,1.0,0.0,1.0,0.0,,CU3959-004,97.0,55.0,75.0,43.68,4.7,CU3959-004
266,Nike Escape Run 2,Women,1,77.97,100.0,6,1.0,0.0,1.0,0.0,,DJ9976-100,17.0,50.0,100.0,55.88,4.8,DJ9976-100
267,Nike Downshifter 12,Women,8,56.97,75.0,15,1.0,1.0,1.0,1.0,pink,DD9294-104,140.0,38.0,94.0,45.43,4.4,DD9294-104
268,Nike Air Max Flyknit Racer,Women,3,89.97,160.0,15,1.0,0.0,1.0,0.0,pink,DM9073-700,139.0,66.0,91.0,78.5,4.5,DM9073-700
269,Nike Cosmic Unity 2,Women,5,104.97,160.0,1,1.0,0.0,1.0,1.0,green,DH1537-002,145.0,48.0,74.0,42.97,4.4,DH1537-002
270,Nike DBreak Premium,Women,1,96.97,125.0,7,0.0,0.0,1.0,0.0,,DR5377-001,1.0,,,,5.0,DR5377-001
271,Nike Air Zoom LJ Elite,Women,1,160.0,160.0,21,1.0,0.0,1.0,0.0,purple,CT0079-101,19.0,42.0,59.0,50.5,4.5,CT0079-101
272,Nike Dunk High Unlocked By You,Women,6,165.0,165.0,15,0.0,0.0,0.0,0.0,,FZ4655-900,,,,,,FZ4655-900
273,Nike Air Force 1 Sculpt Unlocked By You,Women,5,180.0,180.0,22,0.0,0.0,0.0,0.0,,FJ8902-900,,,,,,FJ8902-900
274,KD16 (Team),Women,5,136.97,160.0,15,1.0,0.0,1.0,1.0,,DZ2927-400,4.0,63.0,63.0,50.33,3.0,DZ2927-400
275,NikeCourt Air Zoom Vapor 11,Women,5,127.97,170.0,15,1.0,0.0,1.0,1.0,green,DR6965-300,6.0,63.0,63.0,58.67,3.8,DR6965-300
276,"Air Jordan 6 GORE-TEX ""Brown Kelp""",Women,1,250.0,250.0,15,0.0,0.0,0.0,0.0,brown,FD1643-300,3.0,34.0,50.0,61.33,3.7,FD1643-300
277,Nike ACG Watercat+,Women,3,125.0,125.0,10,1.0,0.0,1.0,1.0,brown,CZ0931-003,48.0,56.0,80.0,47.42,4.4,CZ0931-003
278,Nike Air Max Impact 4,Women,1,90.0,90.0,7,0.0,0.0,0.0,0.0,brown,FV1699-801,1.0,50.0,50.0,66.67,5.0,FV1699-801
279,Air Jordan 5 x A Ma Maniére,Women,1,225.0,225.0,4,1.0,1.0,0.0,0.0,,FZ5758-004,9.0,50.0,72.0,74.0,4.8,FZ5758-004
280,Nike Zoom Vomero 5 Premium,Women,1,160.0,160.0,0,0.0,0.0,0.0,0.0,,,,,,,,
281,Nike Hyperdiamond 4 Elite,Women,6,95.0,95.0,15,1.0,1.0,1.0,1.0,,CZ5917-600,29.0,,,,4.7,CZ5917-600
282,Nike Rival Multi,Women,4,75.0,75.0,26,1.0,1.0,1.0,0.0,pink,DC8749-101,37.0,,,,4.6,DC8749-101
283,Nike Fury,Women,5,76.97,90.0,23,1.0,0.0,1.0,1.0,gold,AO2416-101,2.0,50.0,100.0,66.67,4.5,AO2416-101
284,Nike Air Zoom HyperAce 2 SE,Women,2,106.97,125.0,22,1.0,0.0,1.0,0.0,gold,DM8199-064,0.0,,,,0.0,DM8199-064
285,Nike Space Hippie 04,Women,2,94.97,135.0,8,1.0,0.0,1.0,1.0,brown,DA2725-301,52.0,68.0,96.0,56.59,4.7,DA2725-301
286,Luka 2 Team Bank,Women,3,130.0,130.0,2,1.0,0.0,1.0,1.0,,FN7400-140,1.0,50.0,100.0,83.33,5.0,FN7400-140
287,Converse Chuck Taylor All Star High Top,Women,3,65.0,65.0,22,1.0,1.0,1.0,0.0,,M9622-410,17.0,67.0,100.0,83.5,5.0,M9622-410
288,Nike SB Zoom Pogo Plus Premium,Women,6,85.97,95.0,2,1.0,0.0,1.0,0.0,brown,DX6915-300,4.0,50.0,100.0,75.0,5.0,DX6915-300
289,Nike Dunk Low Unlocked By You,Women,1,160.0,160.0,22,0.0,0.0,0.0,0.0,,FJ2253-901,,,,,,FJ2253-901
290,Nike Cortez TXT,Women,1,90.0,90.0,6,1.0,0.0,1.0,0.0,,DZ2795-001,7.0,50.0,50.0,38.1,4.3,DZ2795-001
291,Nike Air Max 2017,Women,1,190.0,190.0,3,1.0,0.0,1.0,0.0,,849560-001,20.0,41.0,91.0,45.67,3.5,849560-001
292,Nike Cortez TXT,Women,3,90.0,90.0,12,1.0,1.0,1.0,0.0,,DZ2795-700,7.0,50.0,50.0,38.1,4.3,DZ2795-700
293,Nike SB Bruin High,Women,5,64.97,90.0,8,1.0,0.0,1.0,0.0,brown,DR0126-600,14.0,42.0,79.0,49.86,4.3,DR0126-600
294,Nike ISPA Sense Flyknit,Women,3,150.97,200.0,12,0.0,0.0,0.0,0.0,gold,CW3203-600,13.0,46.0,77.0,58.95,4.1,CW3203-600
295,NikeCourt Air Zoom GP Turbo Naomi Osaka Premium,Women,1,127.97,150.0,10,1.0,1.0,0.0,1.0,,FN5714-001,3.0,34.0,67.0,67.0,5.0,FN5714-001
296,Nike Spark Flyknit,Women,1,92.97,185.0,13,1.0,1.0,0.0,1.0,,DD1901-600,2.0,,75.0,75.0,4.0,DD1901-600
297,Nike Precision 6,Women,4,68.97,80.0,10,1.0,0.0,1.0,0.0,green,DD9535-005,159.0,45.0,79.0,44.48,4.4,DD9535-005
298,Jordan Hex Mule SP,Women,6,65.0,65.0,6,0.0,1.0,1.0,0.0,purple,FD2652-002,1.0,100.0,100.0,100.0,5.0,FD2652-002
299,Nike Air Max Solo,Women,6,100.0,100.0,15,1.0,0.0,1.0,0.0,brown,FN0784-004,37.0,49.0,96.0,55.54,4.6,FN0784-004
300,Nike Air Force 1 '07 Mid,Women,7,88.97,130.0,1,1.0,1.0,1.0,0.0,green,DZ5211-100,0.0,,,,0.0,DZ5211-100
301,Nike SuperRep Cycle 2 Next Nature,Women,6,90.97,120.0,0,1.0,1.0,1.0,1.0,purple,DH3395-102,9.0,13.0,25.0,19.0,3.7,DH3395-102
302,Nike Dunk Low By Kamryn,Women,1,150.0,150.0,22,0.0,0.0,0.0,0.0,,FN0569-900,,,,,,FN0569-900
303,Nike ACG Mountain Fly Low SE,Women,1,150.0,150.0,2,0.0,0.0,1.0,0.0,purple,DQ1979-500,4.0,50.0,100.0,75.0,4.3,DQ1979-500
304,Nike Bella Kai,Women,3,35.0,35.0,8,1.0,0.0,1.0,0.0,pink,AO3622-002,265.0,42.0,68.0,55.0,4.5,AO3622-002
305,KD16 By You,Women,4,190.0,190.0,23,0.0,0.0,0.0,0.0,,FB2390-900,,,,,,FB2390-900
306,Nike G.T. Jump 2,Women,3,153.97,180.0,10,1.0,1.0,1.0,1.0,green,DJ9431-001,59.0,48.0,97.0,68.11,4.7,DJ9431-001
307,Nike Zoom HyperAce 2,Women,4,120.0,120.0,18,1.0,0.0,1.0,1.0,,AA0286-106,402.0,34.0,83.0,39.08,4.7,AA0286-106
308,Nike Dunk High Warped Unlocked By You,Women,6,165.0,165.0,15,0.0,0.0,0.0,0.0,,FJ8900-900,,,,,,FJ8900-900
309,Nike Air Max Dawn,Women,3,80.97,115.0,15,1.0,0.0,1.0,0.0,orange,DX5655-500,3.0,50.0,84.0,66.89,4.0,DX5655-500
310,Nike Full Force Low,Women,3,71.97,95.0,17,1.0,0.0,1.0,1.0,gold,FB1362-100,9.0,50.0,88.0,75.63,4.9,FB1362-100
311,Nike Dunk Low By Talisha,Women,1,150.0,150.0,22,0.0,0.0,0.0,0.0,,FN0569-900,,,,,,FN0569-900
312,Nike G.T. Cut 2,Women,5,144.97,170.0,14,1.0,1.0,1.0,1.0,,DJ6015-603,113.0,40.0,81.0,42.1,4.6,DJ6015-603
313,Dunk High Warped Unlocked By You Greatest Gift,Women,1,165.0,165.0,15,0.0,0.0,0.0,0.0,,FJ8900-900,,,,,,FJ8900-900
314,NikeCourt Air Zoom Lite 3,Women,3,56.97,70.0,11,1.0,0.0,1.0,1.0,green,DV3279-102,16.0,50.0,50.0,35.42,4.4,DV3279-102
315,Nike Air More Uptempo SE,Women,1,135.97,180.0,3,1.0,0.0,1.0,0.0,,DV7408-100,12.0,50.0,84.0,69.67,4.9,DV7408-100
316,Nike Alpha Huarache Elite 4 Low (Team),Women,2,95.0,95.0,4,1.0,1.0,1.0,0.0,,DR6851-100,0.0,,,,0.0,DR6851-100
317,Nike Blazer Mid '77 Next Nature,Women,1,78.97,105.0,7,1.0,0.0,1.0,1.0,brown,DQ4124-105,83.0,43.0,64.0,36.47,4.3,DQ4124-105
318,Nike InfinityRN 4 By You,Women,6,190.0,190.0,15,1.0,0.0,1.0,0.0,pink,DX5048-600,,,,,,DX5048-600
319,Nike Air Max 1 '87 Safari,Women,1,150.0,150.0,1,0.0,0.0,1.0,0.0,,FB5059-100,0.0,,,,0.0,FB5059-100
320,Nike ACG Air Deschutz+ SE,Women,5,85.0,85.0,5,1.0,1.0,1.0,0.0,purple,DR1020-400,0.0,,,,0.0,DR1020-400
321,Nike Dunk Low By You,Women,6,150.0,150.0,22,0.0,0.0,0.0,0.0,,FN0569-900,,,,,,FN0569-900
322,Nike Dunk Low By Naomi,Women,1,150.0,150.0,22,0.0,0.0,0.0,0.0,,FN0569-900,,,,,,FN0569-900
323,Kobe 6 Protro,Women,1,190.0,190.0,0,0.0,0.0,0.0,0.0,,,,,,,,
324,Nike Pegasus Trail 4 By You,Women,3,170.0,170.0,15,0.0,0.0,0.0,0.0,,FB5057-900,,,,,,FB5057-900
325,Nike Court Vision Low,Women,4,80.0,80.0,0,1.0,0.0,1.0,1.0,,CD5434-001,583.0,68.0,74.0,47.68,4.7,CD5434-001
326,Nike Dunk Low By Emily,Women,1,150.0,150.0,22,0.0,0.0,0.0,0.0,,FN0569-900,,,,,,FN0569-900
327,Converse Custom Chuck Taylor All Star High Top,Women,1,85.0,85.0,24,0.0,0.0,0.0,0.0,,CU1722-960,,,,,,CU1722-960
328,Nike Pegasus 38,Women,2,75.97,120.0,3,1.0,1.0,1.0,0.0,purple,CW7358-601,808.0,50.0,89.0,46.42,4.7,CW7358-601
329,Nike Air VaporMax Moc Roam,Women,2,220.0,220.0,0,0.0,0.0,0.0,0.0,,,,,,,,
330,Nike Zoom Winflo 8 Shield,Women,1,77.97,110.0,3,1.0,1.0,1.0,0.0,,DC3730-001,16.0,75.0,100.0,87.5,4.7,DC3730-001
331,"Luka 2 ""Caves""",Women,1,130.0,130.0,12,0.0,0.0,1.0,0.0,orange,DX9013-008,1.0,,100.0,100.0,5.0,DX9013-008
332,Nike G.T. Cut 2 (Team),Women,4,144.97,170.0,13,1.0,0.0,1.0,1.0,,FJ8915-400,3.0,34.0,100.0,78.0,5.0,FJ8915-400
333,Converse x TURBODRK Chuck 70 Laceless,Women,1,170.0,170.0,12,0.0,0.0,0.0,0.0,,A05685C-650,0.0,,,,0.0,A05685C-650
334,Nike Air VaporMax 2021 Flyknit,Women,7,147.97,210.0,1,1.0,1.0,1.0,1.0,pink,DZ5205-500,3.0,,,,4.7,DZ5205-500
335,Jordan Nu Retro 1 Low,Women,1,84.97,105.0,4,1.0,0.0,1.0,1.0,purple,DV5141-017,24.0,46.0,92.0,66.83,4.8,DV5141-017
336,Nike Air Max Thea Premium,Women,3,73.97,120.0,15,1.0,0.0,1.0,0.0,gold,FJ4576-100,1.0,,,,3.0,FJ4576-100
337,"Air Jordan 5 ""Navy""",Women,1,210.0,210.0,0,1.0,1.0,1.0,0.0,,FD6812-400,109.0,49.0,86.0,61.82,4.9,FD6812-400
338,Nike Hyperdiamond 4 Pro MCS,Women,9,75.0,75.0,15,1.0,1.0,1.0,1.0,,DC8990-002,86.0,50.0,100.0,75.0,4.7,DC8990-002
339,Nike Air Force 1 '07 Mid,Women,1,125.0,125.0,15,1.0,1.0,1.0,0.0,green,DD9625-400,28.0,50.0,92.0,54.48,5.0,DD9625-400
340,Nike Revolution 7,Women,1,59.97,70.0,15,1.0,0.0,1.0,0.0,gold,FZ6829-002,0.0,,,,0.0,FZ6829-002
341,Jordan Hex Mule,Women,1,52.97,65.0,10,0.0,0.0,0.0,1.0,,DX6405-600,13.0,68.0,82.0,62.82,4.5,DX6405-600
342,Nike Air Force 1 SP,Women,2,155.0,155.0,0,0.0,0.0,0.0,0.0,,,,,,,,
343,Nike Air Force 1 '07 EasyOn,Women,2,115.0,115.0,15,0.0,0.0,1.0,0.0,orange,DX5883-100,119.0,59.0,83.0,49.85,4.6,DX5883-100
344,Nike Court Royale,Women,1,60.0,60.0,2,0.0,0.0,1.0,0.0,,749867-105,25.0,50.0,100.0,52.67,4.9,749867-105
345,Nike Dunk Low Premium MF,Women,3,120.0,120.0,0,0.0,0.0,1.0,0.0,pink,DV7415-600,67.0,45.0,79.0,43.82,4.6,DV7415-600
346,Chuck Taylor All Star Lift Platform Canvas,Women,1,70.0,70.0,9,1.0,0.0,0.0,0.0,,560250F-001,39.0,,,,4.6,560250F-001
